url,text
https://timesofindia.indiatimes.com/blogs/jugglebandhi/enlisting-the-help-of-fashionistas-to-help-fight-the-coronavirus-threat-designer-strategy-to-combat-covid-19-f0-9f-98-8a/,"The masque balls, which originated in the French royal court in the 15 th century and then became a fixture of the haut monde all over western Europe, were glittering affairs in which participants, features concealed by elaborate face coverings called masques, tried to guess each others’ identities. Today, in the midst of the coronavirus pandemic, face masks have had not only their spelling updated but, far more importantly, their function upgraded to that of crucially important protective equipment, with many places in India and across the world making it mandatory for them to be worn in public areas. However, even in these grim times, fashion can and indeed does, play a part in their making and in encouraging their use.

A number of Italian producers of haute couture, their names all ending in ‘i’, have begun to turn out these facial shields against infection. Indeed, fashionistas can not only make masks but also popularise their widespread use. Sartorial history shows that what today are called ‘influencers’ can make dress codes go viral. The 18 th century dandy, Beau Brummell, got Englishmen, starting with the then Prince Regent, to switch almost overnight from knee breeches to trousers. With face masks bearing designer tags – sans the astronomical price tabs associated with such labels – the fashion-conscious would be motivated to wear them, thereby showing themselves to be smart – not only in the way they think but also in the way they look."
https://www.indiatimes.com/trending/environment/aerosol-particle-levels-in-northern-india-plummet-owing-to-coronavirus-lockdown-511475.html,"We know that air pollution levels over countries that have been put under lockdown around the world, owing to coronavirus outbreak, have plummeted. Now, NASA's satellites have observed aerosol levels in northern India to be at a 20-year low, for this time of year, after the country was put under lockdown on March 25.

A report observes that every year, ‘aerosols from anthropogenic (human-made) sources contribute to unhealthy levels of air pollution in many Indian cities’. Aerosols can be described as ‘tiny solid and liquid particles suspended in the air that reduce visibility and can damage the human lungs and heart'.

Representative Image/Pixabay

The report goes on to mention the different types of aerosols - 'Some aerosols have natural sources, such as dust storms, volcanic eruptions, and forest fires. Others come from human activities, such as the burning of fossil fuels and croplands. Human-made aerosols tend to contribute most of the smaller particles that have greater potential for damaging human health’.

“We knew we would see changes in atmospheric composition in many places during the lockdown. But I have never seen aerosol values so low in the Indo-Gangetic Plain at this time of year,” the report quotes Pawan Gupta, a Universities Space Research Association (USRA) scientist at NASA’s Marshall Space Flight Center as saying.”

COVID -19 415 SHARES 731 SHARES 2.5 K SHARES 2 K SHARES 727 SHARES 3.6 K SHARES 6.5 K SHARES 571 SHARES 707 SHARES 634 SHARES 1.4 K SHARES 10.4 K SHARES 1 K SHARES

NASA

The maps compare the aerosol optical depth (AOD) measurements over India during the same period - March 31 to April 5 - for each year, from 2016 through 2020.

The map named anomaly shows how AOD in 2020 compared to the average for 2016-2019. Aerosol optical depth is a ‘measure of how light is absorbed or reflected by airborne particles as it travels through the atmosphere’.

This data was accumulated by the Moderate Resolution Imaging Spectroradiometer (MODIS) on NASA’s Terra satellite.

Typically, in early spring, in the Ganges Valley of northern India, human activities generate the majority of aerosols. Activities of industries, coal-fired power plants, vehicles produce nitrates and sulfates and other carbon-rich particles.

The report concludes that the 2020 lockdown reduced those human-made emission sources in urban and rural India.

NASA

These aerosol levels might increase slightly in the upcoming weeks in parts of India as seasonal dust storms begin.

“The hard part with understanding aerosols is that particles can move based on wind patterns and other meteorology. You have to disentangle what is caused by the human fingerprint versus a meteorological factor,” the report quotes Robert Levy, program leader for NASA’s MODIS aerosol products, as saying.

In the first few days of the lockdown, scientists believed that there was low aerosol level owing to a combination of rain and the lockdown. But they found that the levels didn’t go up after the rain. The same pattern was not observed in Southern India, but scientists believe that could be owing to wind patterns or the weather.

For the time being, low levels of these particles in the air, mean fresher air for northern India to breathe.

Don't Miss 8.6 K SHARES 19 K SHARES 14.9 K SHARES 5.5 K SHARES 4.4 K SHARES"
https://www.indiatimes.com/trending/environment/coronavirus-lockdown-earth-day-2020-environment-511480.html,"It is true that coronavirus has slowed down the world economy, put entire countries under lockdown and brought to a halt the daily lives of people. But the main beneficiary of this slowdown is, hands down, the environment. Today, April 22, 2020, marks the 50th anniversary of Earth Day - the annual celebration of the environmental movement. The first Earth Day took place in 1970 when on April 22, millions of Americans took to the streets to protest environmental ignorance and demand a new way forward. It has since been adopted around the world.

1 /15 PHOTO BY Reuters The India Gate war memorial is pictured after air pollution levels dropped in New Delhi. SHARE

2 /15 PHOTO BY BCCL Post the lockdown, not only has Delhi's air quality improved considerably, but with industries shutting down, Yamuna too appears cleaner in the city. SHARE

3 /15 PHOTO BY Reuters With no tourists and vehicles due to coronavirus lockdown, lions took over a park road to nap and chill in South Africa's Kruger National Park.\s . SHARE

4 /15 PHOTO BY BCCL River Ganga's water quality has improved after coronavirus lockdown - in fact, it is now fit to drink. SHARE

5 /15 PHOTO BY Twitter From pollution levels reducing drastically to marine life being able to breathe in peace, it seems like the coronavirus lockdown is seriously helping nature recuperate. Olive Ridley sea turtles have come ashore for mass nesting at the six-kilometre-long Rushikulya beach of Odisha’s Ganjam district. SHARE

7 /15 PHOTO BY Reuters Grass grows on Rome's popular Piazza Navona square after a huge drop in the number of visitors due to a strict lockdown in Rome, Italy. SHARE

8 /15 PHOTO BY Reuters Clear water in Venice's canals due to fewer tourists, motorboats and pollution, as the spread of the coronavirus disease continues, ahead of Earth Day. SHARE

Don't Miss 227 SHARES 2.7 K SHARES 440 SHARES 536 SHARES 519 SHARES 1.3 K SHARES 528 SHARES 4.2 K SHARES

9 /15 PHOTO BY AFP Flamingos are seen in a pond during a government-imposed nationwide lockdown in Navi Mumbai. SHARE

10 /15 PHOTO BY Reuters Due to clear water in Venice's canals, aquatic life is seen in Venice's unusually still canals ahead of Earth Day in Venice, Italy. SHARE

11 /15 PHOTO BY AFP Scientists believe coronavirus lockdown might lead to the biggest fall in CO2 emissions since WWII. \s SHARE \s

12 /15 PHOTO BY BCCL A rare full-arch double rainbow is seen on Delhi’s sky, during a government-imposed nationwide lockdown as a preventive measure against the spread of the COVID-19 coronavirus. SHARE"
https://www.indiatimes.com/news/india/scientists-discover-new-coronaviruses-in-2-indian-bats-species-from-kerala-tn-hp-puducherry-511133.html,"Scientists have discovered six new coronaviruses in bats in Myanmar -- the first time these viruses have been found anywhere in the world.

The findings, published in the journal PLOS ONE, will help understand the diversity of coronaviruses in bats and inform global efforts to detect, prevent and respond to infectious diseases that may threaten public health, particularly in light of the ongoing COVID-19 pandemic.

According to the researchers from the Smithsonian's National Zoo and Conservation Biology Institute in the US, studies will evaluate the potential for transmission across species to better understand the risks to human health.

Representational Image

They said the newly discovered coronaviruses are not closely related to coronaviruses Severe Acute Respiratory Syndrome (SARS CoV-1), Middle East Respiratory Syndrome (MERS) or SARS-CoV-2.

""Viral pandemics remind us how closely human health is connected to the health of wildlife and the environment,"" said Marc Valitutto, former wildlife veterinarian with the Smithsonian's Global Health Program, and lead author of the study.

COVID -19 727 SHARES 10.4 K SHARES 1 K SHARES 2 K SHARES 634 SHARES 3.6 K SHARES 415 SHARES 1.4 K SHARES 6.5 K SHARES 707 SHARES 571 SHARES 731 SHARES 2.5 K SHARES

""Worldwide, humans are interacting with wildlife with increasing frequency, so the more we understand about these viruses in animals --what allows them to mutate and how they spread to other species -- the better we can reduce their pandemic potential,"" Valitutto said.

Agencies

Researchers detected these new viruses while conducting surveillance of animals and people to better understand the circumstances for disease spillover.

The team focused their research on sites in Myanmar where humans are more likely to come into close contact with local wildlife due to changes in land use and development.

From May 2016 to August 2018, they collected more than 750 saliva and faecal samples from bats in these areas.

Experts estimate that thousands of coronaviruses -- many of which have yet to be discovered -- are present in bats.

Researchers tested and compared the samples to known coronaviruses and identified six new coronaviruses for the first time.

Agencies

The team also detected a coronavirus that had been found elsewhere in Southeast Asia, but never before in Myanmar.

Coronaviruses have caused widespread disease in humans, including SARS CoV-1, MERS and most recently the global COVID-19 pandemic.

The researchers said these findings underscore the importance of surveillance for zoonotic diseases as they occur in wildlife.

The results will guide future surveillance of bat populations to better detect potential viral threats to public health, they said.

""Many coronaviruses may not pose a risk to people, but when we identify these diseases early on in animals, at the source, we have a valuable opportunity to investigate the potential threat,"" said Suzan Murray, director of the Smithsonian's Global Health Program and co-author of the study.

Don't Miss

""Vigilant surveillance, research and education are the best tools we have to prevent pandemics before they occur,"" Murray said.

With Inputs From PTI"
https://www.indiatimes.com/news/world/coronavirus-pandemic-could-push-42-66-million-children-into-extreme-poverty-resulting-in-massive-deaths-511081.html,"Covid-19 Impact Is So Disastrous That It Could Push 42-66 Million Children To Extreme Poverty

Covid-19 Impact Is So Disastrous That It Could Push 42-66 Million Children To Extreme Poverty

The coronavirus pandemic is set to affect the global economy, jobs, markets and almost everything. Even though the children are not a face of this pandemic, they are prone to massive risks.

According to a report by the United Nations, the coronavirus pandemic could push an estimated 42-66 million children into extreme poverty and the economic downturn resulting from the outbreak could result in hundreds of thousands of additional child deaths in 2020.

""Children are not the face of this pandemic. But they risk being among its biggest victims. While they have thankfully been largely spared from the direct health effects of COVID-19 - at least to date - the crisis is having a profound effect on their wellbeing,"" according to a new 'Policy Brief: The impact of COVID-19 on children'' released by the United Nations on Thursday.

Wikipedia

The brief said that there are three main channels through which children are affected by this crisis - infection with the virus itself; the immediate socioeconomic impacts of measures to stop transmission of the virus and end the pandemic; and the potential longer-term effects of delayed implementation of the Sustainable Development Goals.

Nearly 42-66 million children could fall into extreme poverty as a result of the crisis this year, adding to the estimated 386 million children already in extreme poverty in 2019.

COVID -19 731 SHARES 727 SHARES 707 SHARES 571 SHARES 2.5 K SHARES 3.6 K SHARES 2 K SHARES 1 K SHARES 415 SHARES 6.5 K SHARES 1.4 K SHARES 634 SHARES 10.4 K SHARES

The pandemic has also exacerbated the learning crisis as 188 countries have imposed countrywide school closures, affecting more than 1.5 billion children and youth.

""The potential losses that may accrue in learning for today's young generation, and for the development of their human capital, are hard to fathom,"" it said.

Shutterstock

According to estimates by Johns Hopkins University, the number of confirmed coronavirus cases surpassed two million globally and 139,419 people have died so far. The US is the worst hit with more than 640,000 Covid-19 cases and 31,000 deaths.

On the threats to child survival and health, the policy brief said, ""economic hardship experienced by families as a result of the global economic downturn could result in an hundreds of thousands of additional child deaths in 2020, reversing the last 2 to 3 years of progress in reducing infant mortality within a single year.""

With Inputs From PTI"
https://www.indiatimes.com/news/india/planning-to-fly-soon-here-is-how-airlines-are-planning-to-resume-operation-after-coronavirus-lockdown-ends-510973.html,"The COVID-19 outbreak and the lockdown which followed have had a devastating impact on the economy. While almost all the industries have taken a hit the travel and tourism industry have taken a pounding. Initially starting with international and later domestically tour operators, resorts and hotels saw cancellations and postponements on a scale that has never seen before.

AFP

This also reflected in the aviation industry, which was already struggling due to the reducing passengers and growing restrictions on flying to their international routes. Initially many of the airlines had tried scaling down their operations but after the lockdown was announced, the airlines too had no option but to suspend service.



AFP

This has taken a toll on the airline companies who have been forced to refund customers who had already booked tickets. This is not the only loss they have incurred. For every passing day, the airlines have to pay parking and housing charges that an airline has to pay the airport to park its planes.

There are about 650 aircraft belonging to the likes of IndiGo, Air India, SpiceJet and GoAir that have been grounded at various airports.



The fees depend on the weight of the flight and the amount could run into lakhs of Rupees every day. Airlines have approached the government to waive off these parking charges, on which a decision is yet to be taken.

COVID -19 1.4 K SHARES 2 K SHARES 731 SHARES 3.6 K SHARES 2.5 K SHARES 707 SHARES 1 K SHARES 634 SHARES 727 SHARES 6.5 K SHARES 10.4 K SHARES 571 SHARES 415 SHARES

AFP

As of now both domestic and international flights are suspended till May 3 and there is no clarity on what happens after that. Still, many are planning to resume operations from May 4.

Meanwhile most airlines have again decided not to refund customers in cash for their cancelled flights and instead have offered them rescheduling of tickets for a later date without any additional fee.

""Following orders from the Ministry of Civil Aviation issued to all airlines, we have extended the suspension of our operations until May 3, 2020. ""We are in the process of cancelling the affected bookings and we will offer customers free of charge rescheduling to another date until December 31, 2020,"" a Vistara spokesperson said in a statement.

Twitter

The customer, however, will have to pay the fare difference, if any, at the time of rebooking, the airline said.



A GoAir spokesperson said that it has already ""factored in"" these type of scenario and that the airline will review its earlier scheme of providing rescheduling free of cost at a later date while protecting their existing bookings for one year.

""In accordance with the Prime Minister’s instructions and the DGCA’s circular, GoAir has suspended all its flights till May 3,"" GoAir said in a statement on Tuesday. The airline also said it is extending its ''Protect Your PNR'' scheme till May 3, 2020 wherein customers are eligible to reschedule their flight by May 3, 2021. The airline had on Monday announced that it was extending the “Protect Your PNR” scheme till April 30, 2020.

BCCL

SpiceJet also said that it is in the process of making cancellation on flight bookings. ""Upon cancellation your entire amount will be maintained in a credit shell and the same may be used to make fresh booking and travel till 28 February 2021 for the same passenger,"" it added.



India’s largest airline IndiGo said on Tuesday that it will resume flight operations May 4 onwards, initially with a curtailed capacity. The airline said it will increase the operating capacity going ahead over the subsequent months, also re-opening some international flights.

Don't Miss 131 SHARES 530 SHARES 4.2 K SHARES

Agency

""Initially, starting with a slightly curtailed capacity, the airline will increase the operating capacity over the subsequent months, also reopening selected international flights, depending on the existing international travel guidelines,"" the airline said in its press release. ""In its endeavour to reconnect critical air corridors post the lockdown, IndiGo, India's leading airline will resume flight operations from May 4, 2020,"" the airline said in a statement.



However, not every airline will be taking to the skies after the coronavirus lockdown is over. Regional airliner Air Deccan announced on Sunday that it is ceasing its operations until further notice and all employees are being put on sabbatical without pay, the first Indian aviation company to succumb to the crisis.

AFP

""Air Deccan has no choice but to cease its operations until further notice. With heavy heart, I am also compelled to inform that all existing employees of Air Deccan (permanent, temporary and contractual) are being put on sabbatical without pay with immediate effect,” Air Deccan CEO A K Singh said in an email to employees."
https://www.indiatimes.com/technology/news/facebook-launches-care-reactions-to-remind-each-one-well-overcome-covid-19-crisis-511137.html,"COVID-19 pandemic has truly made us feel helpless. Staying locked indoors while trying to save ourselves from contracting the novel coronavirus is taking a heavy toll on our physical and mental health.

she knows

Working from home amidst all this is only making things worse. Kids can’t focus as well, studying in virtual classrooms. All in all, it is a terrible time. In such a time, all we need is some love, some care, and Facebook is planning on giving us that, sort of.

Facebook has introduced two new reactions -- yes those options apart from ‘Like’ that you usually see on posts. However, this time, they’ve included a new ‘Care’ reactions. There are two reactions -- one for Facebook and the other for the texting app Messenger.

This was announced by Alexandru Voica -- Facebook’s EMEA tech comms manager, through a post on Twitter. He said, ""We know this is an uncertain time, and we wanted people to be able to show their support in ways that let their friends and family know they are thinking of them,""

Twitter

COVID -19 1 K SHARES 2 K SHARES 571 SHARES 3.6 K SHARES 10.4 K SHARES 731 SHARES 2.5 K SHARES 707 SHARES 1.4 K SHARES 634 SHARES 415 SHARES 727 SHARES 6.5 K SHARES

The Facebook reaction is an emoji face, hugging a heart, whereas the reaction on Messenger is a pinkish-purple heart that’s glowing of sorts.

The whole world is going through a tough time, with over 21 lakh confirmed cases of the COVID-19, with the death toll crossing 1,45,000. Economies aren’t doing well, businesses are suffering, and worst of all, amidst all this, people are getting laid off.

And some might think that such ‘reactions’ won’t really help or get us out of this crisis. But these reactions aren’t in vain. They signify, that a little bit of positivity amidst all the negativity still shines like a spark in the dark, something that makes us feel hopeful, a little more optimistic for a better tomorrow."
https://www.indiatimes.com/news/world/even-dangerous-after-death-scientists-report-1st-case-of-coronavirus-spreading-from-dead-body-511057.html,"As if things were not bad enough, it appears now that not only in life, but even after death a coronavirus-positive person can infect others. Thailand has reported the first case of COVID-19 being transmitted from a dead patient to a medical examiner. This is also a cause for concern to those working in a morgue or in funeral homes.

“Not just the medical examiners, but morgue technicians and the people in funeral homes need to take extra care,” said Angelique Corthals, a professor of pathology at CUNY's John Jay College of Criminal Justice as per a Buzzfeed report.



AFP

“It is a real concern,” he added.



“This is the first report on COVID-19 infection and death among medical personnel in a Forensic Medicine unit,” said a Journal of Forensic and Legal Medicine study.



“The disinfection procedure used in operation rooms might be applied in pathology/forensic units too,” it also said.



AFP

The authors of this journal are Won Sriwijitalai of the RVT Medical Center in Bangkok and Viroj Wiwanitkit of China’s Hainan Medical University.



“At present, there is no data on the exact number of COVID-19 contaminated corpses since it is not a routine practice to examine for COVID-19 in dead bodies in Thailand,” it added.



COVID -19 2.5 K SHARES 731 SHARES 2 K SHARES 1 K SHARES 6.5 K SHARES 10.4 K SHARES 634 SHARES 415 SHARES 3.6 K SHARES 707 SHARES 571 SHARES 727 SHARES 1.4 K SHARES

AFP

Thailand has reported just over 2500 cases while worldwide more than 20 lakh are infected. The overall death toll is over 136,000.



The world is still learning new things about the virus and it will be some time before things return to normal. WHO has already declared it a pandemic and also officially said it is 10 times more deadly than Swine Flu. We are being held hostage by this disease and lockdowns have been declared in most countries.





"
https://www.indiatimes.com/news/world/china-has-seen-a-68-fall-in-its-economy-due-to-coronavirus-worst-in-decades-511151.html,"Coronavirus Has Affected China So Bad That Its Economy Has Seen A 6.8% Fall, Worst Since 1992

Coronavirus Has Affected China So Bad That Its Economy Has Seen A 6.8% Fall, Worst Since 1992

For the first time in decades, China's economy shrank in the first quarter as coronavirus shut down hit the country hard and put millions out of work.

The world's second biggest economy saw its GDP fall by 6.8% in January-March year-on-year, according to official data released on Friday. It marks the first time since 1992 that the country's GDP fell in the first quarter.

Reuters

The historic slump in economy comes after efforts to contain the coronavirus, which first emerged in China late last year, shut down factories, transport and shopping malls.



The financial toll the coronavirus is having on the Chinese economy will be a huge concern to other countries. China is an economic powerhouse as a major consumer and producer of goods and services.

Reuters

On a quarter-on-quarter basis, GDP fell 9.8% in the first three months of the year, the National Bureau of Statistics said, which compared with expectations for a 9.9% contraction and 1.5% growth in the previous quarter.

COVID -19 727 SHARES 731 SHARES 634 SHARES 707 SHARES 1.4 K SHARES 10.4 K SHARES 2.5 K SHARES 1 K SHARES 571 SHARES 2 K SHARES 415 SHARES 3.6 K SHARES 6.5 K SHARES

Since March, China has slowly started letting factories resume production and letting businesses reopen, but this is a gradual process to return to pre-lockdown levels.

Reuters

For 2020, China’s economic growth is expected to tumble and it might be the slowest annual pace in nearly half a century, according to many economic analysts.



The country is slowly getting back to business as usual but the economic loss will weigh heavy as China moves on from the coronavirus crisis.





With inputs from Reuters"
https://www.indiatimes.com/news/world/with-over-1600-imported-cases-of-coronavirus-china-begins-rigorous-screening-at-borders-511518.html,"With Over 1,600 Imported Cases Of Coronavirus, China Begins Rigorous Screening At Borders

With Over 1,600 Imported Cases Of Coronavirus, China Begins Rigorous Screening At Borders

30 new coronavirus cases have been reported in China and most of them are people returning from abroad. Now the number of imported infections has touched 1610, say health officials according to PTI. This has prompted authorities to improve testing and treatment facilities in the border areas.

The overall death toll is 4,632 and 82,788 is the total number of cases. 1,005 patients are still undergoing treatment while 77,151 have been discharged, China's National Health Commission (NHC) said.



AFP

23 out of the 30 new cases are imported. The total number of imported cases is 811 people and 41 are in critical condition



Also 42 new asymptomatic, including seven from abroad, were reported. The total is 991. NHC's report says all are under observation.



COVID -19 707 SHARES 634 SHARES 2 K SHARES 415 SHARES 731 SHARES 1.4 K SHARES 1 K SHARES 2.5 K SHARES 571 SHARES 3.6 K SHARES 10.4 K SHARES 727 SHARES 6.5 K SHARES

AFP

With an over 22,000-km land border dotted with 91 land ports, there's always a high risk of border infection.



However, the medical service capacity in some border regions is relatively insufficient for the epidemic response, according Guo Yanhong, an official with the NHC.



AFP

The necessary medical equipment that includes mobile P3 laboratories and computerised tomography (CT) scan machines, have been sent to improve the local ability to detect and cure COVID-19 infections, said Guo.

With Inputs From PTI."
